,Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,black_population,white_population,asian_population,native_population,hispanic_population,zcta
32415,4610,1626,86286,41322,347,0,2071,976,0,623,96725
32416,32,15,-666666666,-1,0,0,0,0,0,0,96726
32417,4721,1446,72328,28669,284,12,1235,1121,0,579,96727
32418,413,165,69306,43653,29,2,144,83,0,33,96728
32419,1436,410,46111,23250,299,0,48,17,4,77,96729
32420,1463,536,129643,50004,127,9,529,88,0,202,96730
32421,2742,789,73750,31220,261,59,622,396,4,177,96731
32422,25902,8082,98520,37105,1481,302,3145,14826,26,2365,96732
32423,51966,16738,121536,52737,2551,749,24602,9607,219,6035,96734
32424,3556,1718,37119,23334,1025,65,1201,287,26,768,96737
32425,7797,2752,97083,35982,895,154,3181,1264,270,1107,96738
32426,40886,14338,90094,44380,4342,405,17835,7682,10,3457,96740
32427,6231,1994,97212,40786,953,15,2369,1003,22,1073,96741
32428,50,32,87813,54390,7,1,19,6,9,6,96742
32429,13589,4869,101730,49479,1527,5,3845,2489,11,1285,96743
32430,55888,17608,124247,49313,3497,227,10628,19965,294,6746,96744
32431,20473,6704,90939,42816,1363,79,7846,5120,42,2251,96746
32432,1498,302,82652,27877,142,0,5,1275,16,25,96747
32433,4827,1529,71125,28316,991,0,839,370,43,421,96748
32434,18482,6539,76762,31918,1684,227,4804,4909,285,2827,96749
32435,3557,1173,81726,40080,208,17,836,1313,5,543,96750
32436,155,55,87852,42354,0,0,111,36,0,8,96751
32437,3221,998,72279,30897,403,0,404,554,12,496,96752
32438,28909,10921,89776,49915,2839,244,14626,5480,85,3731,96753
32439,4397,1321,84375,39931,634,30,2612,797,0,274,96754
32440,3386,1231,89240,40535,313,44,780,814,3,894,96755
32441,5804,2114,87833,51269,361,32,2218,1387,31,778,96756
32442,739,201,72679,21913,26,0,83,191,0,16,96757
32443,277,91,-666666666,24777,88,0,0,277,0,0,96759
32444,3908,1390,85588,30551,654,0,1538,785,31,688,96760
32445,23214,7284,92889,48515,2182,89,8565,6462,84,3771,96761
32446,5774,1073,108750,24178,452,20,1722,602,26,310,96762
32447,3218,1241,80536,38896,251,1,412,1634,0,204,96763
32448,495,196,70294,34760,76,15,227,62,0,82,96764
32449,733,232,81346,31756,17,0,283,219,0,162,96765
32450,17604,4859,88449,34578,1148,205,2488,7822,33,2328,96766
32451,18662,6401,113528,46907,1938,126,6404,3967,166,2726,96768
32452,309,80,-666666666,17187,38,0,12,121,0,109,96769
32453,465,233,52656,26451,99,0,150,14,7,23,96770
32454,7238,2453,57116,24236,1492,74,2105,484,57,1201,96771
32455,2716,1070,58512,30247,397,10,974,387,4,559,96772
32456,154,73,-666666666,23601,19,25,99,22,0,0,96773
32457,294,135,52792,27423,65,0,103,30,0,20,96774
32458,1507,565,67951,33368,340,0,448,464,27,216,96776
32459,1949,536,55395,19537,224,17,151,638,0,528,96777
32460,14310,5815,39010,24076,4418,37,5355,1706,99,2904,96778
32461,2489,924,107083,47908,190,0,1097,370,15,231,96779
32462,459,215,35221,40874,125,0,210,99,0,22,96780
32463,1629,573,92188,35868,183,0,285,451,0,247,96781
32464,38674,12118,105142,42966,1821,695,4149,19963,41,3971,96782
32465,1674,581,64191,29282,351,0,187,457,14,164,96783
32466,4220,2024,68555,42872,505,10,2076,293,73,786,96785
32467,42778,13576,77287,32094,4777,4567,13769,10931,223,7355,96786
32468,54362,18945,119475,49165,1889,1506,6957,26656,61,5680,96789
32469,9077,3197,95990,48763,1038,0,4316,1278,29,794,96790
32470,6419,2235,91299,42918,701,38,2241,2065,0,518,96791
32471,51367,13476,79575,26151,9381,1180,4880,4862,239,8044,96792
32472,33414,9899,107101,37358,2792,467,5831,11119,111,3563,96793
32473,10307,2391,117734,39741,751,8,1015,990,3,1569,96795
32474,1951,747,95972,44082,120,0,435,699,0,184,96796
32475,72605,20040,104590,36361,6111,762,4490,45500,78,5566,96797
32476,25957,12014,86355,55961,2370,723,4111,12113,49,2302,96813
32477,22723,11779,74221,52208,2782,215,3288,14300,12,1980,96814
32478,27010,14870,72317,55703,3221,400,10447,11078,28,1497,96815
32479,50793,17933,110030,53066,4087,531,10040,26086,40,2910,96816
32480,55316,19297,73264,40746,7866,478,4655,33516,92,3415,96817
32481,57938,18865,94367,37993,3686,3836,17515,21157,341,7207,96818
32482,52328,12189,97659,33431,6350,619,3904,30252,32,3741,96819
32483,0,0,-666666666,-666666666,0,0,0,0,0,0,96820
32484,18802,6631,158665,76789,995,182,3714,10197,6,527,96821
32485,45038,18595,91312,53920,4288,449,10148,21705,115,2796,96822
32486,30444,11003,148536,62451,1043,141,8201,13422,56,2373,96825
32487,30068,14623,63968,39526,4775,608,4204,16237,64,2186,96826
32488,467,5,-666666666,8026,0,0,122,260,4,11,96848
32489,0,0,-666666666,-666666666,0,0,0,0,0,0,96850
32490,522,0,-666666666,27921,0,82,326,43,0,102,96853
32491,4620,0,-666666666,31123,0,782,2777,281,41,922,96857
32492,312,0,-666666666,28332,0,18,213,7,0,34,96858
32493,0,0,-666666666,-666666666,0,0,0,0,0,0,96859
32494,4009,0,-666666666,32587,0,641,2587,172,22,920,96860
32495,2530,0,-666666666,29105,0,212,1785,139,5,703,96863
32496,386,57,38750,22445,144,25,303,26,4,100,97001
32497,6305,2187,62477,33090,405,86,5309,78,41,1151,97002
32498,28639,10462,92733,40401,2758,1082,17076,3741,248,6422,97003
32499,4352,1697,112772,53479,292,0,3806,91,49,170,97004
32500,27543,11455,69253,38516,4192,566,18263,1960,218,9037,97005
32501,45090,18266,99662,50295,4079,2081,27322,9003,325,6485,97006
32502,48524,18598,110123,54690,2788,929,32407,6934,224,5617,97007
32503,29832,12358,83309,45233,3587,479,22693,1903,55,5384,97008
32504,8538,3015,110997,46494,313,11,6875,123,65,1242,97009
32505,903,396,94884,57880,86,0,831,0,0,51,97011
32506,24815,9018,92350,41042,1992,103,19677,609,106,4516,97013
32507,1491,680,62500,40943,96,40,1310,41,7,99,97014
32508,23996,9176,82232,39850,2583,424,17414,2421,56,2994,97015
32509,6551,2750,61676,35435,607,72,5515,0,40,203,97016
32510,3563,1127,102292,35822,535,54,3170,179,0,0,97017
32511,1773,690,96379,41710,119,44,1625,34,4,97,97018
32512,2864,983,110054,42786,92,1,2382,8,15,428,97019
32513,1151,420,81250,35588,74,0,946,14,1,249,97020
32514,1386,610,73021,34394,77,0,1212,0,3,65,97021
32515,3213,1314,74688,37208,311,0,2879,0,0,482,97022
32516,11279,4167,67558,31655,1645,3,10167,269,84,585,97023
32517,11488,4515,77514,39462,1542,1251,7495,40,147,3139,97024
32518,3487,1010,81250,30537,357,0,1994,39,87,2327,97026
32519,12442,5028,90787,44712,1919,228,10298,240,117,1033,97027
32520,190,151,72220,58747,10,0,184,2,0,4,97028
32521,390,146,55982,23630,63,0,350,0,0,7,97029
32522,38947,15581,61285,32246,6810,1485,27320,1391,632,7834,97030
32523,19376,7323,83791,45168,1140,176,15276,181,10,5935,97031
32524,4736,1715,92250,36810,408,20,3821,49,93,1598,97032
32525,132,56,-666666666,49560,42,0,132,0,0,0,97033
32526,20930,8486,140687,92165,763,47,17254,1216,19,958,97034
32527,26179,10914,116786,68598,1043,454,19794,3461,150,1444,97035
32528,839,399,58542,38439,76,0,800,10,0,26,97037
32529,16423,5907,84456,35270,1056,23,15255,97,86,1949,97038
32530,464,176,66500,33780,49,7,414,0,8,1,97039
32531,1701,594,76574,33039,195,8,1425,20,0,489,97040
32532,3171,1077,65673,33818,322,14,2521,0,37,1357,97041
32533,3009,1045,104307,41587,209,0,2745,78,87,40,97042
32534,57575,20820,94337,42297,3937,401,51653,859,303,3433,97045
32535,7283,2785,71509,35481,1165,50,6438,24,306,222,97048
32536,1956,879,86639,46442,164,0,1800,34,0,45,97049
32537,220,117,60625,35121,47,0,167,0,3,46,97050
32538,17543,6330,82123,33608,1643,54,15189,85,41,1514,97051
32539,3662,1478,104226,44480,132,7,3262,61,0,350,97053
32540,1313,603,77861,39839,48,0,1120,0,21,36,97054
32541,19621,6964,102199,42938,986,62,17497,254,190,1077,97055
32542,12645,4871,92835,43836,762,16,11450,115,26,715,97056
32543,18,9,23438,9644,13,0,16,0,2,9,97057
32544,20855,8202,59668,35600,2270,49,17259,123,177,4487,97058
32545,22145,7249,84256,32887,2260,337,16974,752,345,4985,97060
32546,28845,11256,109500,51114,2627,414,20817,949,367,5856,97062
32547,862,460,50625,63912,123,0,786,0,1,59,97063
32548,3462,1387,71156,34332,366,0,3282,0,32,128,97064
32549,694,275,54375,34485,94,0,608,7,1,42,97065
32550,1805,892,74177,47380,203,0,1677,8,0,127,97067
32551,30336,11165,143538,70715,1663,229,25772,1577,53,2209,97068
32552,26001,11020,84512,49191,2195,393,20264,1104,215,3633,97070
32553,31534,10419,61457,29497,4625,202,17021,351,409,18316,97071
32554,24790,8965,80920,35835,2820,1251,15102,1988,97,6667,97078
32555,47168,16631,91833,40640,3163,871,38160,1864,618,5989,97080
32556,32537,11899,100185,50725,2673,479,22161,4762,138,2875,97086
32557,14503,4805,111174,45193,652,96,12603,878,27,1080,97089
32558,3890,1348,97321,40115,389,12,3247,9,10,413,97101
32559,420,215,111319,68301,35,0,420,0,0,0,97102
32560,17914,7111,74235,37249,1992,147,15287,128,79,1714,97103
32561,4770,1815,104402,49246,280,20,4109,96,0,254,97106
32562,2377,1014,54762,30501,342,0,2074,14,4,331,97107
32563,759,307,65417,31569,110,0,723,0,0,30,97108
32564,553,168,107083,65436,35,0,518,0,0,0,97109
32565,1185,594,63041,47092,93,2,753,1,1,387,97110
32566,4131,1379,90575,38158,385,14,3232,59,37,503,97111
32567,2110,871,47413,25624,366,0,1866,0,0,388,97112
32568,14984,5061,85644,36904,1445,138,9810,329,367,6546,97113
32569,4999,1521,90515,35617,752,0,4092,7,17,1274,97114
32570,3937,1325,103092,39166,97,4,3044,50,8,900,97115
32571,29182,10173,80985,35433,3520,257,21812,618,212,7771,97116
32572,866,258,107143,43627,36,0,828,23,15,0,97117
32573,716,330,53000,30265,68,5,645,9,25,36,97118
32574,5398,1765,111042,43422,351,78,4548,126,3,480,97119
32575,1714,706,57083,33228,71,20,1650,0,0,23,97121
32576,373,118,57500,20985,169,0,335,0,0,0,97122
32577,48218,16728,100745,42079,3897,987,30213,4393,700,13424,97123
32578,54493,21300,106228,53380,3188,1583,35568,5959,437,11936,97124
32579,88,32,-666666666,61189,9,0,63,0,0,0,97125
32580,4391,1440,93243,32364,280,0,3156,14,100,1169,97127
32581,38272,14462,67176,33748,6052,143,30307,539,276,6772,97128
32582,718,390,79100,71601,51,0,639,7,0,0,97130
32583,2587,1200,66038,44393,236,0,2242,107,12,252,97131
32584,31289,11393,91499,44850,2183,196,25807,731,233,4523,97132
32585,5708,2215,116116,57198,291,250,4374,496,21,359,97133
32586,144,92,-666666666,63594,0,0,144,0,0,0,97134
32587,1593,659,66506,29915,248,0,1489,0,0,108,97135
32588,2170,989,61169,38799,164,12,2090,17,7,11,97136
32589,1152,389,115804,48784,56,19,1006,8,4,167,97137
32590,11260,5181,53727,36673,1428,190,10411,135,55,846,97138
32591,28438,9126,122648,49564,1079,211,23554,1324,90,1995,97140
32592,12795,5107,64818,35050,1495,128,10799,76,228,1780,97141
32593,111,65,100542,55119,0,0,111,0,0,0,97144
32594,224,132,102750,52658,5,0,191,8,25,0,97145
32595,7438,2902,81449,35957,481,19,6029,222,103,760,97146
32596,429,219,53750,29846,70,0,404,0,15,7,97147
32597,2966,928,110154,37708,296,12,2105,47,57,809,97148
32598,549,186,81382,29166,0,0,549,0,0,0,97149
32599,17508,9539,64385,61095,3630,544,12688,2148,214,1397,97201
32600,43687,18708,94983,55365,4238,1012,35855,2400,140,3358,97202
32601,33327,12714,74493,37786,6608,4411,20719,2044,408,4943,97203
32602,1008,426,-666666666,20282,394,199,638,41,29,158,97204
32603,8861,5847,56739,66082,1563,473,7016,330,115,680,97205
32604,51062,21188,86995,44896,5493,1066,39124,4941,644,5168,97206
32605,0,0,-666666666,-666666666,0,0,0,0,0,0,97208
32606,20445,14124,84893,85297,3654,949,15489,1726,192,1697,97209
32607,12007,7138,86681,83861,1013,469,9626,803,37,732,97210
32608,34376,14228,103377,53670,3302,4321,23600,1513,456,2929,97211
32609,27902,11473,125901,73420,1750,1771,22157,1224,97,2498,97212
32610,31810,14205,90266,55959,2618,598,26152,1542,106,1971,97213
32611,28656,14697,89389,62116,3047,454,23863,1232,69,2352,97214
32612,17780,7590,104952,58238,1244,338,14340,1230,103,1146,97215
32613,17449,7067,67154,36020,2714,1155,10390,3116,309,2212,97216
32614,34884,15527,102051,54926,3259,2312,25820,1297,458,3219,97217
32615,15094,6223,79202,39037,2047,1827,9236,1038,324,2128,97218
32616,44074,18344,114341,67804,2543,1440,34936,2396,174,3523,97219
32617,28041,11546,65614,35923,3420,2259,18304,3935,526,2896,97220
32618,13154,5418,135250,85239,1063,303,10690,760,21,557,97221
32619,37058,15851,75434,41476,3055,344,30001,983,138,4812,97222
32620,50027,20630,104463,50711,4102,659,37711,3727,536,6362,97223
32621,36591,15731,86401,51634,2884,899,29001,2571,169,3516,97224
32622,26139,11714,106881,68019,1336,545,20753,1815,249,1782,97225
32623,6199,3318,88526,71353,777,751,4201,321,62,654,97227
32624,74755,27117,150580,68625,3465,1607,45849,19579,219,5148,97229
32625,41799,16262,68224,35469,5775,3819,24578,5111,226,8326,97230
32626,3835,1695,116189,77873,186,4,3291,198,0,292,97231
32627,14941,8399,75013,59944,1427,633,11408,785,157,1602,97232
32628,37625,13771,52441,25499,7408,3259,24209,3121,825,8975,97233
32629,39033,13499,67874,31171,5892,2974,23904,5387,268,7204,97236
32630,18337,9361,103323,70760,1787,438,14786,1023,19,1799,97239
32631,0,0,-666666666,-666666666,0,0,0,0,0,0,97258
32632,35719,13133,67350,33134,5982,1861,21732,6110,678,4734,97266
32633,31130,12543,80245,41108,3211,430,25831,814,175,3285,97267
32634,55386,20070,53113,25559,10618,1027,35780,1559,713,19124,97301
32635,41382,16750,80439,44716,4179,671,33701,626,383,5163,97302
32636,41143,14844,75863,33441,3899,297,30834,541,481,10035,97303
32637,34148,13581,85908,48541,2870,229,27930,1201,383,4375,97304
32638,44994,14754,65299,26791,7741,432,27210,1235,868,20250,97305
32639,34946,13688,83039,41363,3839,667,27476,1626,243,4258,97306
32640,1099,0,-666666666,6951,0,66,732,0,0,151,97310
32641,25884,8588,77910,32708,2902,155,18479,610,212,6926,97317
32642,29970,11285,93617,41274,2321,171,26205,487,320,2236,97321
32643,37008,14298,63979,29528,4572,134,30223,573,339,6224,97322
32644,1273,538,62024,33147,163,0,1138,0,7,47,97324
32645,6943,2236,85500,36733,493,17,5682,28,219,645,97325
32646,865,340,98443,38837,69,0,712,9,0,117,97326
32647,3020,1310,79880,43658,255,0,2671,13,36,62,97327
32648,68,38,-666666666,17647,36,0,68,0,0,0,97329
32649,44744,18764,66196,40521,9612,734,35320,4220,556,3677,97330
32650,3533,0,-666666666,6064,0,28,2402,447,0,426,97331
32651,23028,9944,63119,39167,5552,273,19159,1487,114,1807,97333
32652,249,89,-666666666,29946,0,0,248,0,0,0,97335
32653,78,22,-666666666,-1,0,0,61,0,0,0,97336
32654,23201,8782,75417,37800,2845,221,19847,55,361,1922,97338
32655,3315,1700,56604,40654,315,2,3019,16,0,164,97341
32656,116,53,58750,43755,24,0,98,0,14,14,97342
32657,484,190,97500,53127,46,0,468,1,0,0,97343
32658,1605,559,50179,23716,258,0,1385,7,31,179,97344
32659,434,154,66333,25334,0,0,413,0,0,5,97345
32660,1031,402,91944,34683,141,7,926,11,2,31,97346
32661,1457,590,30417,21117,523,4,756,19,436,89,97347
32662,1986,651,97361,38128,116,0,1698,0,0,209,97348
32663,141,64,74167,37389,10,0,119,0,0,19,97350
32664,11144,3436,76385,29367,1076,62,8088,62,140,4139,97351
32665,6488,1928,99741,37879,402,70,5106,0,39,1024,97352
32666,32777,12919,60478,30835,3928,178,29090,173,106,2308,97355
32667,163,81,42083,23812,49,0,116,0,34,1,97357
32668,2417,993,103062,44768,243,1,2197,8,3,47,97358
32669,2183,737,67384,25317,257,17,1807,13,2,95,97360
32670,13557,4259,64490,28353,2317,129,10682,268,268,2206,97361
32671,4107,1519,57831,29224,534,27,2898,16,0,1455,97362
32672,498,219,62750,37349,54,0,399,1,74,59,97364
32673,10866,4784,57875,33271,1576,93,8667,181,70,1798,97365
32674,1979,859,81197,42188,94,0,1721,8,16,117,97366
32675,11230,4967,55654,38427,1233,21,9369,370,155,946,97367
32676,3012,1282,53750,29325,758,0,2420,19,32,434,97368
32677,274,121,-666666666,32381,153,0,274,0,0,0,97369
32678,9193,3785,90080,44665,384,23,8091,113,114,540,97370
32679,607,319,-666666666,43347,114,0,557,20,0,55,97371
32680,172,0,-666666666,9292,116,0,123,36,0,8,97373
32681,4364,1840,91391,42764,433,12,4117,0,14,282,97374
32682,1336,454,80833,30687,83,0,1195,86,3,69,97375
32683,1097,563,59792,36697,189,0,1001,55,0,0,97376
32684,581,256,113284,48736,40,0,543,0,0,79,97377
32685,10523,3452,72121,34061,967,268,9231,98,222,1335,97378
32686,2297,800,67885,32202,433,0,1518,0,536,262,97380
32687,15526,5582,85381,36642,1413,353,12592,136,188,1505,97381
32688,9992,3851,71979,36166,1068,0,7867,98,34,1676,97383
32689,86,47,-666666666,22090,0,0,86,0,0,0,97384
32690,3913,1561,82813,36021,227,0,3104,48,6,601,97385
32691,15437,5999,61428,32660,2288,160,13635,160,34,676,97386
32692,920,435,60642,31698,35,0,872,0,29,0,97388
32693,1658,625,88211,37964,214,0,1511,12,19,165,97389
32694,515,377,67599,44408,56,0,386,0,0,0,97390
32695,6076,2397,56089,30014,1345,14,5387,0,146,564,97391
32696,6584,2143,108431,42705,184,10,6089,39,28,511,97392
32697,5355,2572,55132,34697,794,54,4769,36,21,352,97394
32698,3349,1273,49880,28984,307,3,2912,7,126,291,97396
32699,48214,22848,48256,36610,13131,579,38172,2888,228,4271,97401
32700,52925,22508,53836,30293,9837,1071,41382,967,435,8064,97402
32701,15303,4800,47021,28093,4058,266,12322,812,84,1377,97403
32702,34338,13353,77772,36693,3796,446,28878,848,452,3005,97404
32703,46695,19707,86613,50535,5453,297,40083,1430,88,3244,97405
32704,303,163,21497,26784,97,0,230,0,73,0,97406
32705,14767,6268,95674,54037,711,300,12151,634,107,1084,97408
32706,436,227,45707,33694,0,0,410,0,0,20,97410
32707,7328,3523,43337,31645,1410,0,6783,9,39,124,97411
32708,633,235,70893,38325,70,0,581,3,8,8,97412
32709,892,438,61512,39427,136,5,838,4,9,11,97413
32710,272,103,31307,13332,0,0,238,0,0,0,97414
32711,14372,6833,69293,39729,1374,88,12531,177,208,1253,97415
32712,1250,370,61622,22758,237,0,1112,0,21,14,97416
32713,2415,1081,42442,22935,501,1,1899,113,70,200,97417
32714,759,336,62273,32289,47,0,614,36,0,45,97419
32715,28178,12233,59111,32505,3714,172,23897,271,821,2955,97420
32716,5945,2607,55808,31057,1037,16,5460,0,17,342,97423
32717,18382,7351,65283,30959,2825,100,15843,170,265,1543,97424
32718,10209,3823,74783,37038,863,40,9124,111,174,262,97426
32719,821,352,49423,31856,180,0,767,0,14,42,97429
32720,374,166,52292,29370,62,0,348,0,12,5,97430
32721,2446,803,57292,29069,612,0,2408,0,0,178,97431
32722,187,76,-666666666,11904,169,0,154,0,33,33,97432
32723,817,296,42500,20988,259,0,701,37,7,72,97434
32724,2594,1058,58333,31643,331,0,2363,35,14,122,97435
32725,703,316,55909,34789,65,0,645,0,14,34,97436
32726,2483,895,92039,35600,365,31,2334,19,16,150,97437
32727,1296,463,110529,48428,73,1,1230,5,6,48,97438
32728,15636,7665,59433,37876,1962,153,14169,283,133,859,97439
32729,278,94,-666666666,23684,0,0,278,0,0,49,97441
32730,1954,946,55060,29887,279,0,1800,0,41,39,97442
32731,3253,1049,75291,26272,696,24,3122,0,0,248,97443
32732,5888,2621,62813,37655,840,0,5253,9,30,376,97444
32733,5405,1929,59349,26880,858,7,4577,0,90,382,97446
32734,581,262,56286,35354,150,0,349,0,0,217,97447
32735,14618,5818,73168,41137,1418,30,12988,40,191,1426,97448
32736,2115,986,54056,31143,249,0,1864,0,37,96,97449
32737,765,298,58971,24982,198,0,611,0,0,138,97450
32738,561,219,54196,34598,68,0,529,0,6,0,97451
32739,1674,676,77000,38413,146,0,1517,2,87,104,97452
32740,845,376,44038,28366,192,0,751,15,5,22,97453
32741,1076,381,87625,48861,197,0,1011,0,8,46,97454
32742,2252,829,98281,43346,351,0,2100,29,40,49,97455
32743,3190,1148,64625,31397,704,0,2462,36,72,599,97456
32744,9632,4079,54254,29686,1331,14,8649,29,164,544,97457
32745,4754,2051,48414,30723,1083,10,4159,11,34,175,97458
32746,15054,6084,75208,40168,2381,131,12791,478,415,856,97459
32747,981,406,114722,52110,17,0,831,41,0,0,97461
32748,4251,1737,61864,29667,404,0,3657,17,55,158,97462
32749,3957,1740,31607,20914,1257,0,3810,0,0,176,97463
32750,1804,1097,35625,38166,334,0,1653,2,0,58,97465
32751,1255,478,53250,20691,390,0,1059,0,39,70,97466
32752,5425,2468,54219,32951,1045,20,4953,16,97,160,97467
32753,2788,1107,59306,27480,432,15,2333,23,13,236,97469
32754,19064,8322,50372,27914,3375,29,17244,92,246,1082,97470
32755,32182,12621,65112,36008,4108,25,27927,614,233,2261,97471
32756,315,156,-666666666,17437,124,0,301,0,0,3,97473
32757,302,157,35599,21827,54,0,293,0,0,0,97476
32758,38105,16420,58621,30008,5998,488,31370,549,404,4563,97477
32759,39268,14435,74334,34964,5021,209,32355,642,466,4752,97478
32760,10265,4541,52669,31824,1194,111,9554,32,66,288,97479
32761,328,138,38409,23912,106,0,261,0,13,16,97480
32762,781,329,-666666666,28052,110,20,651,0,40,0,97481
32763,225,93,47917,21960,64,0,183,0,41,10,97484
32764,688,244,69662,34492,157,13,548,0,0,110,97486
32765,8809,3640,67083,36016,922,0,7252,285,108,928,97487
32766,893,412,80952,42075,170,30,766,16,0,55,97488
32767,972,454,64444,45981,27,0,747,4,0,231,97489
32768,499,148,101667,32256,0,0,420,0,0,21,97490
